Plot,Subplot,Species,Light_ISF,Light_Cat,Core,Soil,Adult,AMF,NSC,Outcome
1,D,Prunus serotina,0.107,Med,2016,Prunus serotina,J,26.28,13.97,1.0
1,D,Prunus serotina,0.107,Med,2017,Acer saccharum,1757,44.63,13.63,1.0
2,A,Prunus serotina,0.083,Med,2016,Quercus alba,1478,24.39,11.96,1.0
2,A,Prunus serotina,0.083,Med,2016,Populus grandidentata,1201,37.18,11.46,1.0
2,A,Prunus serotina,0.083,Med,2017,Quercus alba,1297,24.39,11.96,1.0
11,B,Quercus alba,0.055,Low,2017,Sterile,1320,10.58,18.63,1.0
2,C,Prunus serotina,0.097,Med,2017,Acer saccharum,961,43.67,13.16,1.0
2,C,Prunus serotina,0.097,Med,2017,Quercus rubra,1595,33.29,13.76,1.0
11,D,Quercus rubra,0.05,Low,2017,Sterile,921,11.48,11.05,0.0
2,A,Quercus rubra,0.083,Med,2016,Sterile,1454,4.89,14.51,1.0
2,C,Prunus serotina,0.097,Med,2017,Populus grandidentata,285,36.14,11.59,1.0
2,A,Prunus serotina,0.083,Med,2017,Quercus rubra,970,41.92,11.85,1.0
2,A,Prunus serotina,0.083,Med,2016,Populus grandidentata,118,37.18,11.46,1.0
2,C,Prunus serotina,0.097,Med,2017,Quercus rubra,1454,33.29,13.76,1.0
2,A,Prunus serotina,0.083,Med,2016,Populus grandidentata,394,37.18,11.46,1.0
11,D,Quercus rubra,0.05,Low,2017,Sterile,1688,11.48,11.05,1.0
2,C,Prunus serotina,0.097,Med,2017,Quercus alba,1715,29.61,13.69,1.0
2,A,Prunus serotina,0.083,Med,2017,Acer saccharum,275,31.0,13.36,1.0
11,D,Quercus alba,0.05,Low,2017,Quercus rubra,984,21.36,22.08,0.0
2,E,Acer saccharum,0.118,Med,2017,Prunus serotina,J,25.33,12.14,1.0
2,C,Prunus serotina,0.097,Med,2016,Acer saccharum,561,43.67,13.16,1.0
2,B,Acer saccharum,0.082,Med,2016,Prunus serotina,H,21.02,12.41,1.0
2,D,Prunus serotina,0.1,Med,2016,Prunus serotina,689,22.84,13.93,1.0
2,B,Prunus serotina,0.082,Med,2016,Prunus serotina,J,30.68,11.9,1.0
2,D,Prunus serotina,0.1,Med,2017,Quercus rubra,1688,32.05,13.75,1.0
2,D,Prunus serotina,0.1,Med,2016,Quercus alba,415,31.81,13.48,1.0
11,D,Quercus rubra,0.05,Low,2017,Quercus alba,1297,18.87,16.67,1.0
11,B,Quercus rubra,0.055,Low,2017,Sterile,1595,12.48,9.95,0.0
11,B,Quercus alba,0.055,Low,2017,Acer saccharum,561,19.17,22.51,1.0
11,D,Quercus alba,0.05,Low,2017,Sterile,1205,9.44,18.49,0.0
2,B,Prunus serotina,0.082,Med,2017,Populus grandidentata,277,41.69,11.28,1.0
2,B,Acer saccharum,0.082,Med,2017,Prunus serotina,I,21.02,12.41,1.0
2,B,Prunus serotina,0.082,Med,2017,Acer saccharum,1757,44.69,13.0,1.0
2,D,Prunus serotina,0.1,Med,2017,Prunus serotina,I,22.84,13.93,1.0
2,D,Prunus serotina,0.1,Med,2017,Prunus serotina,G,22.84,13.93,1.0
2,B,Prunus serotina,0.082,Med,2017,Populus grandidentata,891,41.69,11.28,1.0
2,D,Prunus serotina,0.1,Med,2017,Quercus rubra,921,32.05,13.75,1.0
3,C,Acer saccharum,0.103,Med,2017,Quercus alba,1205,14.33,12.56,1.0
12,A,Quercus rubra,0.063,Low,2017,Sterile,984,11.79,11.47,0.0
3,A,Prunus serotina,0.08,Med,2017,Sterile,1027,12.2,11.6,1.0
12,C,Quercus rubra,0.047,Low,2017,Sterile,1454,10.34,11.04,1.0
3,A,Prunus serotina,0.08,Med,2017,Sterile,J,12.2,11.6,1.0
3,C,Prunus serotina,0.103,Med,2017,Acer rubrum,1384,19.14,13.6,1.0
3,A,Acer saccharum,0.08,Med,2016,Quercus alba,1478,12.57,12.47,1.0
3,A,Prunus serotina,0.08,Med,2016,Acer rubrum,1332,32.34,11.26,1.0
12,C,Quercus rubra,0.047,Low,2017,Prunus serotina,1027,16.59,12.33,1.0
3,C,Acer saccharum,0.103,Med,2016,Quercus rubra,1688,12.55,12.1,1.0
3,A,Acer saccharum,0.08,Med,2017,Quercus alba,1297,12.57,12.47,1.0
3,C,Prunus serotina,0.103,Med,2017,Acer rubrum,50,19.14,13.6,1.0
3,B,Acer saccharum,0.082,Med,2016,Quercus alba,415,14.77,12.62,1.0
3,D,Acer saccharum,0.087,Med,2017,Quercus rubra,921,14.91,12.3,1.0
3,D,Acer saccharum,0.087,Med,2016,Quercus rubra,970,14.91,12.3,1.0
3,B,Prunus serotina,0.082,Med,2017,Acer rubrum,1326,20.45,13.27,1.0
12,A,Quercus rubra,0.063,Low,2017,Quercus rubra,970,18.62,9.78,1.0
3,D,Prunus serotina,0.087,Med,2017,Sterile,G,8.73,11.93,1.0
3,D,Acer saccharum,0.087,Med,2017,Quercus rubra,984,14.91,12.3,1.0
3,D,Acer saccharum,0.087,Med,2016,Quercus alba,1715,13.4,12.46,1.0
6,B,Quercus alba,0.092,Med,2017,Acer saccharum,275,18.61,22.25,1.0
7,C,Prunus serotina,0.082,Med,2017,Populus grandidentata,394,41.69,11.28,1.0
7,A,Prunus serotina,0.078,Med,2016,Populus grandidentata,118,32.66,7.66,1.0
7,C,Prunus serotina,0.082,Med,2016,Prunus serotina,1027,30.68,11.9,1.0
12,A,Quercus alba,0.063,Low,2016,Acer saccharum,1323,21.41,14.82,0.0
7,A,Prunus serotina,0.078,Med,2017,Prunus serotina,I,34.76,11.6,1.0
7,A,Prunus serotina,0.078,Med,2017,Acer saccharum,275,34.41,11.43,1.0
7,A,Prunus serotina,0.078,Med,2016,Acer saccharum,961,34.41,11.43,1.0
7,B,Prunus serotina,0.079,Med,2017,Acer saccharum,561,37.6,11.34,1.0
7,D,Prunus serotina,0.08,Med,2016,Prunus serotina,J,29.88,11.74,1.0
7,B,Prunus serotina,0.079,Med,2016,Acer saccharum,1757,37.6,11.34,1.0
7,B,Prunus serotina,0.079,Med,2016,Prunus serotina,689,34.48,11.53,1.0
12,C,Quercus rubra,0.047,Low,2016,Acer saccharum,1330,21.96,14.78,1.0
7,B,Prunus serotina,0.079,Med,2017,Populus grandidentata,277,32.86,9.77,1.0
8,A,Prunus serotina,0.061,Low,2017,Quercus rubra,921,34.46,11.69,1.0
8,C,Prunus serotina,0.061,Low,2016,Quercus alba,1478,25.93,11.03,1.0
8,A,Prunus serotina,0.061,Low,2016,Populus grandidentata,118,34.64,6.91,1.0
8,C,Prunus serotina,0.061,Low,2017,Quercus rubra,984,34.46,11.69,1.0
8,C,Prunus serotina,0.061,Low,2016,Quercus alba,1320,25.93,11.03,1.0
8,A,Prunus serotina,0.061,Low,2016,Acer saccharum,1330,37.23,11.23,1.0
8,C,Prunus serotina,0.061,Low,2016,Quercus alba,415,25.93,11.03,1.0
8,A,Prunus serotina,0.061,Low,2017,Prunus serotina,G,33.45,7.01,1.0
8,D,Prunus serotina,0.063,Low,2017,Prunus serotina,H,32.18,6.74,1.0
8,D,Prunus serotina,0.063,Low,2017,Prunus serotina,I,32.18,6.74,1.0
8,D,Acer saccharum,0.063,Low,2016,Quercus alba,415,14.46,12.46,1.0
8,B,Prunus serotina,0.066,Low,2016,Populus grandidentata,1201,35.54,7.05,1.0
8,B,Prunus serotina,0.066,Low,2016,Acer saccharum,1323,38.77,11.21,1.0
12,C,Quercus rubra,0.047,Low,2017,Sterile,921,10.34,11.04,1.0
8,B,Prunus serotina,0.066,Low,2016,Populus grandidentata,285,35.54,7.05,1.0
9,A,Acer saccharum,0.065,Low,2017,Quercus rubra,1595,12.51,11.21,1.0
12,A,Quercus rubra,0.063,Low,2016,Quercus rubra,1688,18.62,9.78,1.0
9,C,Acer saccharum,0.077,Med,2017,Quercus rubra,984,15.11,11.15,1.0
9,C,Acer saccharum,0.077,Med,2017,Quercus rubra,1454,15.11,11.15,1.0
9,C,Acer saccharum,0.077,Med,2016,Populus grandidentata,1201,14.0,11.32,1.0
12,C,Quercus alba,0.047,Low,2017,Prunus serotina,H,17.52,20.3,0.0
9,A,Prunus serotina,0.065,Low,2016,Acer rubrum,1326,23.06,6.77,1.0
9,A,Acer saccharum,0.065,Low,2016,Populus grandidentata,891,12.82,11.34,1.0
9,C,Acer saccharum,0.077,Med,2016,Populus grandidentata,285,14.0,11.32,1.0
12,A,Quercus rubra,0.063,Low,2017,Prunus serotina,689,19.59,11.08,0.0
9,C,Acer saccharum,0.077,Med,2016,Populus grandidentata,118,14.0,11.32,1.0
9,C,Acer saccharum,0.077,Med,2016,Populus grandidentata,277,14.0,11.32,1.0
9,A,Prunus serotina,0.065,Low,2017,Acer rubrum,50,23.06,6.77,1.0
12,E,Quercus alba,0.035,Low,2017,Sterile,1205,8.76,18.64,1.0
9,D,Acer saccharum,0.073,Low,2016,Quercus alba,1320,15.06,12.37,1.0
9,E,Prunus serotina,0.071,Low,2017,Sterile,J,11.82,8.52,1.0
9,D,Acer saccharum,0.073,Low,2017,Quercus alba,1715,15.06,12.37,1.0
9,B,Acer saccharum,0.074,Low,2017,Quercus alba,1205,14.68,12.32,1.0
12,E,Quercus alba,0.035,Low,2017,Acer saccharum,1757,20.31,21.85,1.0
9,D,Acer saccharum,0.073,Low,2017,Quercus rubra,921,12.63,11.22,1.0
12,C,Quercus alba,0.047,Low,2016,Populus grandidentata,891,27.63,19.51,0.0
9,B,Prunus serotina,0.074,Low,2017,Acer rubrum,1384,21.81,6.89,1.0
9,B,Prunus serotina,0.074,Low,2017,Acer rubrum,1386,21.81,6.89,1.0
9,D,Acer saccharum,0.073,Low,2017,Quercus alba,1297,15.06,12.37,1.0
10,A,Prunus serotina,0.051,Low,2016,Quercus alba,1478,35.09,7.09,1.0
12,E,Quercus rubra,0.035,Low,2016,Acer saccharum,1323,20.7,18.08,0.0
10,A,Prunus serotina,0.051,Low,2017,Prunus serotina,J,28.58,5.92,1.0
12,D,Quercus alba,0.032,Low,2017,Quercus alba,415,20.99,19.01,0.0
10,A,Prunus serotina,0.051,Low,2017,Quercus alba,1297,35.09,7.09,1.0
10,C,Prunus serotina,0.075,Low,2017,Quercus alba,1715,20.04,8.19,1.0
10,E,Prunus serotina,0.072,Low,2017,Quercus rubra,1454,32.85,11.64,1.0
10,B,Prunus serotina,0.072,Low,2016,Acer saccharum,1323,33.07,6.87,1.0
10,B,Prunus serotina,0.072,Low,2017,Quercus alba,1205,20.77,8.14,1.0
10,D,Prunus serotina,0.06,Low,2016,Acer saccharum,961,36.87,7.06,1.0
10,D,Prunus serotina,0.06,Low,2017,Quercus rubra,970,21.36,10.46,1.0
10,D,Prunus serotina,0.06,Low,2016,Acer saccharum,1330,36.87,7.06,1.0
10,B,Prunus serotina,0.072,Low,2016,Quercus alba,415,20.77,8.14,1.0
10,B,Prunus serotina,0.072,Low,2016,Populus grandidentata,118,56.63,6.99,1.0
10,D,Prunus serotina,0.06,Low,2016,Populus grandidentata,285,53.7,6.36,1.0
10,B,Prunus serotina,0.072,Low,2017,Prunus serotina,H,36.12,7.32,1.0
12,D,Quercus rubra,0.032,Low,2017,Acer rubrum,50,12.68,16.56,1.0
11,C,Prunus serotina,0.055,Low,2017,Quercus rubra,984,28.15,8.13,1.0
11,C,Acer saccharum,0.055,Low,2017,Prunus serotina,I,21.43,10.04,1.0
11,C,Prunus serotina,0.055,Low,2016,Acer saccharum,1323,45.58,7.17,1.0
11,C,Prunus serotina,0.055,Low,2016,Quercus alba,1478,24.37,7.13,1.0
11,C,Prunus serotina,0.055,Low,2016,Populus grandidentata,891,51.15,9.44,1.0
12,D,Quercus rubra,0.032,Low,2017,Acer rubrum,1386,12.68,16.56,0.0
11,A,Prunus serotina,0.068,Low,2017,Prunus serotina,689,35.28,6.94,1.0
11,C,Prunus serotina,0.055,Low,2017,Quercus rubra,921,28.15,8.13,1.0
11,A,Prunus serotina,0.068,Low,2017,Quercus rubra,1595,32.23,11.65,1.0
11,E,Prunus serotina,0.068,Low,2016,Populus grandidentata,118,35.1,7.49,1.0
11,C,Prunus serotina,0.055,Low,2017,Quercus alba,1297,24.37,7.13,1.0
11,C,Prunus serotina,0.055,Low,2016,Populus grandidentata,1201,51.15,9.44,1.0
11,D,Acer saccharum,0.05,Low,2017,Prunus serotina,G,25.31,9.68,1.0
11,B,Prunus serotina,0.055,Low,2017,Prunus serotina,I,40.23,6.35,1.0
11,B,Acer saccharum,0.055,Low,2017,Prunus serotina,J,21.43,10.04,1.0
11,D,Prunus serotina,0.05,Low,2016,Populus grandidentata,394,49.68,8.8,1.0
11,B,Prunus serotina,0.055,Low,2016,Acer saccharum,561,45.58,7.17,1.0
11,D,Prunus serotina,0.05,Low,2017,Prunus serotina,H,27.59,6.25,1.0
11,B,Prunus serotina,0.055,Low,2016,Populus grandidentata,285,51.15,9.44,1.0
11,B,Prunus serotina,0.055,Low,2017,Prunus serotina,J,40.23,6.35,1.0
11,B,Prunus serotina,0.055,Low,2017,Acer saccharum,1757,45.58,7.17,1.0
12,A,Prunus serotina,0.063,Low,2016,Populus grandidentata,277,33.5,6.7,1.0
12,B,Quercus rubra,0.06,Low,2017,Quercus rubra,984,16.59,11.39,1.0
12,A,Prunus serotina,0.063,Low,2016,Populus grandidentata,891,33.5,6.7,1.0
12,D,Quercus rubra,0.032,Low,2017,Acer saccharum,1757,20.14,18.58,0.0
12,C,Prunus serotina,0.047,Low,2017,Prunus serotina,I,27.89,6.47,1.0
12,D,Quercus alba,0.032,Low,2016,Populus grandidentata,285,27.52,21.89,0.0
12,C,Prunus serotina,0.047,Low,2016,Acer saccharum,561,47.65,10.59,1.0
12,C,Quercus rubra,0.047,Low,2017,Sterile,970,10.34,11.04,1.0
12,C,Prunus serotina,0.047,Low,2017,Prunus serotina,H,27.89,6.47,1.0
12,A,Prunus serotina,0.063,Low,2017,Quercus rubra,984,34.63,11.63,1.0
12,A,Acer saccharum,0.063,Low,2017,Prunus serotina,I,20.17,11.94,1.0
12,C,Prunus serotina,0.047,Low,2017,Acer saccharum,1757,47.65,10.59,1.0
12,C,Prunus serotina,0.047,Low,2016,Populus grandidentata,394,32.44,8.67,1.0
12,D,Quercus rubra,0.032,Low,2017,Quercus rubra,921,10.94,11.48,1.0
12,C,Prunus serotina,0.047,Low,2016,Quercus alba,415,28.04,9.16,1.0
12,A,Acer saccharum,0.063,Low,2017,Prunus serotina,1027,20.17,11.94,1.0
12,D,Quercus alba,0.032,Low,2017,Sterile,415,8.76,18.64,1.0
12,A,Prunus serotina,0.063,Low,2017,Quercus rubra,1595,34.63,11.63,1.0
12,A,Prunus serotina,0.063,Low,2017,Quercus alba,1297,25.81,7.85,1.0
12,A,Prunus serotina,0.063,Low,2017,Prunus serotina,1027,32.18,6.74,1.0
12,C,Prunus serotina,0.047,Low,2017,Prunus serotina,G,27.89,6.47,1.0
12,C,Prunus serotina,0.047,Low,2016,Populus grandidentata,285,32.44,8.67,1.0
12,B,Prunus serotina,0.06,Low,2017,Prunus serotina,689,34.02,6.91,1.0
12,D,Acer saccharum,0.032,Low,2017,Prunus serotina,J,26.04,9.71,1.0
12,B,Prunus serotina,0.06,Low,2016,Acer saccharum,961,36.87,7.06,1.0
12,B,Prunus serotina,0.06,Low,2016,Quercus alba,1320,24.28,7.49,1.0
12,D,Prunus serotina,0.032,Low,2017,Quercus alba,1205,22.48,7.37,1.0
12,B,Prunus serotina,0.06,Low,2016,Acer saccharum,1330,36.87,7.06,1.0
12,D,Prunus serotina,0.032,Low,2017,Prunus serotina,J,28.26,6.47,1.0
12,B,Prunus serotina,0.06,Low,2017,Quercus rubra,921,21.36,10.46,1.0
12,B,Prunus serotina,0.06,Low,2016,Acer saccharum,1323,36.87,7.06,1.0
12,D,Prunus serotina,0.032,Low,2016,Quercus alba,1478,22.48,7.37,1.0
12,B,Quercus alba,0.06,Low,2016,Quercus rubra,1688,15.17,16.12,0.0
12,B,Prunus serotina,0.06,Low,2017,Quercus alba,1715,24.28,7.49,1.0
12,B,Quercus alba,0.06,Low,2016,Acer saccharum,961,20.14,22.05,0.0
12,B,Quercus rubra,0.06,Low,2017,Acer saccharum,275,26.68,14.86,1.0
12,B,Prunus serotina,0.06,Low,2017,Quercus rubra,1454,21.36,10.46,1.0
12,D,Acer saccharum,0.032,Low,2016,Acer saccharum,1330,19.41,10.03,1.0
12,B,Prunus serotina,0.06,Low,2016,Quercus rubra,1688,21.36,10.46,1.0
13,A,Prunus serotina,0.052,Low,2017,Sterile,G,15.38,7.67,1.0
13,A,Prunus serotina,0.052,Low,2016,Acer rubrum,1332,22.02,5.44,1.0
13,C,Acer saccharum,0.087,Med,2017,Quercus alba,1297,13.4,12.46,1.0
13,C,Prunus serotina,0.087,Med,2017,Sterile,I,8.73,11.93,1.0
13,A,Prunus serotina,0.052,Low,2016,Acer rubrum,1326,22.02,5.44,1.0
12,D,Prunus serotina,0.032,Low,2017,Sterile,I,10.98,8.22,0.0
13,A,Acer saccharum,0.052,Low,2017,Quercus rubra,970,10.62,10.96,1.0
13,A,Quercus alba,0.052,Low,2016,Populus grandidentata,118,30.81,21.96,1.0
13,A,Prunus serotina,0.052,Low,2017,Acer rubrum,1468,22.02,5.44,1.0
13,D,Prunus serotina,0.086,Med,2017,Acer rubrum,50,17.26,13.42,1.0
13,B,Acer saccharum,0.093,Med,2016,Quercus alba,1320,15.56,12.69,1.0
13,C,Quercus alba,0.087,Med,2017,Acer rubrum,50,14.09,23.52,0.0
13,D,Prunus serotina,0.086,Med,2017,Sterile,H,10.0,11.55,1.0
13,D,Prunus serotina,0.086,Med,2017,Acer rubrum,1386,17.26,13.42,1.0
13,A,Quercus rubra,0.052,Low,2017,Acer saccharum,1757,41.48,16.28,0.0
13,D,Prunus serotina,0.086,Med,2017,Sterile,J,10.0,11.55,1.0
13,B,Acer saccharum,0.093,Med,2017,Quercus rubra,921,13.91,12.05,1.0
13,B,Acer saccharum,0.093,Med,2017,Quercus rubra,984,13.91,12.05,1.0
13,B,Prunus serotina,0.093,Med,2017,Sterile,1027,9.59,11.76,1.0
14,A,Prunus serotina,0.06,Low,2017,Prunus serotina,G,34.02,6.91,1.0
14,C,Prunus serotina,0.053,Low,2016,Populus grandidentata,277,51.83,9.74,1.0
14,C,Prunus serotina,0.053,Low,2016,Acer saccharum,561,45.33,6.85,1.0
14,C,Prunus serotina,0.053,Low,2016,Populus grandidentata,891,51.83,9.74,1.0
14,A,Prunus serotina,0.06,Low,2016,Acer saccharum,1323,36.87,7.06,1.0
13,C,Acer saccharum,0.087,Med,2017,Quercus alba,1715,13.4,12.46,1.0
14,C,Prunus serotina,0.053,Low,2017,Quercus rubra,970,29.53,10.02,1.0
13,C,Acer saccharum,0.087,Med,2017,Quercus rubra,1454,14.91,12.3,1.0
14,A,Prunus serotina,0.06,Low,2016,Quercus rubra,1688,21.36,10.46,1.0
13,C,Prunus serotina,0.087,Med,2017,Acer rubrum,1384,16.18,13.69,1.0
14,A,Prunus serotina,0.06,Low,2017,Acer saccharum,275,36.87,7.06,1.0
14,A,Prunus serotina,0.06,Low,2016,Acer saccharum,961,36.87,7.06,1.0
14,A,Prunus serotina,0.06,Low,2017,Prunus serotina,1027,34.02,6.91,1.0
14,D,Prunus serotina,0.059,Low,2016,Acer saccharum,1330,38.48,7.0,1.0
13,C,Acer saccharum,0.087,Med,2016,Sterile,1323,8.7,12.39,1.0
14,B,Prunus serotina,0.074,Low,2017,Prunus serotina,689,34.77,7.11,1.0
13,C,Quercus rubra,0.087,Med,2016,Populus grandidentata,285,17.67,18.51,1.0
14,B,Prunus serotina,0.074,Low,2017,Quercus alba,1297,27.64,11.39,1.0
14,B,Prunus serotina,0.074,Low,2017,Quercus alba,1205,27.64,11.39,1.0
14,D,Prunus serotina,0.059,Low,2017,Populus grandidentata,285,53.5,6.47,1.0
14,B,Prunus serotina,0.074,Low,2017,Quercus alba,1715,27.64,11.39,1.0
13,A,Quercus rubra,0.052,Low,2017,Acer rubrum,1332,13.36,13.79,0.0
13,C,Quercus rubra,0.087,Med,2017,Sterile,1454,4.4,14.85,1.0
13,C,Quercus alba,0.087,Med,2017,Sterile,1297,5.29,20.18,0.0
14,D,Prunus serotina,0.059,Low,2017,Quercus alba,415,24.63,7.29,1.0
13,A,Quercus alba,0.052,Low,2017,Sterile,1320,9.53,18.54,0.0
14,D,Prunus serotina,0.059,Low,2016,Populus grandidentata,394,53.5,6.47,1.0
14,D,Prunus serotina,0.059,Low,2017,Prunus serotina,H,37.5,6.88,1.0
14,B,Prunus serotina,0.074,Low,2016,Quercus alba,1478,27.64,11.39,1.0
14,D,Prunus serotina,0.059,Low,2017,Prunus serotina,I,37.5,6.88,1.0
15,C,Acer saccharum,0.103,Med,2017,Prunus serotina,H,22.16,12.13,1.0
13,A,Quercus rubra,0.052,Low,2017,Quercus alba,415,16.28,19.6,0.0
13,A,Quercus rubra,0.052,Low,2017,Acer saccharum,561,41.48,16.28,0.0
15,A,Prunus serotina,0.087,Med,2016,Quercus rubra,1688,36.65,13.72,1.0
15,A,Prunus serotina,0.087,Med,2017,Prunus serotina,1027,22.46,14.03,1.0
15,B,Prunus serotina,0.11,Med,2016,Populus grandidentata,277,39.74,11.98,1.0
15,E,Acer saccharum,0.086,Med,2017,Prunus serotina,1027,21.35,12.2,1.0
15,B,Acer saccharum,0.11,Med,2017,Prunus serotina,J,22.09,12.14,1.0
13,A,Quercus alba,0.052,Low,2017,Acer rubrum,1384,24.58,20.87,0.0
15,B,Prunus serotina,0.11,Med,2017,Prunus serotina,H,22.94,13.92,1.0
15,D,Prunus serotina,0.086,Med,2017,Prunus serotina,I,22.89,13.72,1.0
15,B,Prunus serotina,0.11,Med,2017,Prunus serotina,G,22.94,13.92,1.0
15,B,Prunus serotina,0.11,Med,2016,Acer saccharum,1323,51.92,13.23,1.0
13,A,Quercus alba,0.052,Low,2017,Prunus serotina,I,17.37,20.66,0.0
15,B,Prunus serotina,0.11,Med,2016,Populus grandidentata,394,39.74,11.98,1.0
15,D,Prunus serotina,0.086,Med,2017,Quercus rubra,921,32.51,13.43,1.0
15,D,Prunus serotina,0.086,Med,2016,Quercus alba,415,29.94,13.39,1.0
13,C,Quercus alba,0.087,Med,2017,Quercus rubra,1595,21.02,19.21,0.0
13,A,Quercus rubra,0.052,Low,2016,Populus grandidentata,277,15.89,19.37,0.0
13,A,Quercus alba,0.052,Low,2017,Sterile,1478,9.53,18.54,0.0
13,A,Quercus rubra,0.052,Low,2017,Prunus serotina,J,15.14,12.39,0.0
13,E,Quercus rubra,0.077,Med,2017,Quercus rubra,984,17.2,14.73,1.0
16,C,Prunus serotina,0.133,High,2017,Prunus serotina,I,43.6,13.44,1.0
16,A,Prunus serotina,0.122,High,2016,Quercus alba,1478,26.56,11.88,1.0
13,B,Quercus alba,0.093,Med,2017,Acer saccharum,1757,22.57,22.35,1.0
16,C,Prunus serotina,0.133,High,2016,Populus grandidentata,394,62.62,11.64,1.0
16,A,Prunus serotina,0.122,High,2017,Quercus alba,1205,26.56,11.88,1.0
16,C,Prunus serotina,0.133,High,2016,Populus grandidentata,891,62.62,11.64,1.0
13,D,Quercus alba,0.086,Med,2017,Sterile,415,5.33,20.69,0.0
16,C,Prunus serotina,0.133,High,2017,Prunus serotina,G,43.6,13.44,1.0
16,A,Prunus serotina,0.122,High,2016,Acer saccharum,1330,55.24,13.22,1.0
13,B,Acer saccharum,0.093,Med,2016,Sterile,1330,8.49,11.92,1.0
16,E,Prunus serotina,0.111,Med,2017,Quercus alba,1715,28.35,13.79,1.0
13,E,Acer saccharum,0.077,Med,2016,Sterile,961,9.04,11.92,1.0
16,A,Prunus serotina,0.122,High,2016,Acer saccharum,961,55.24,13.22,1.0
16,A,Prunus serotina,0.122,High,2016,Quercus alba,1320,26.56,11.88,1.0
16,D,Prunus serotina,0.133,High,2016,Populus grandidentata,1201,62.62,11.64,1.0
13,B,Quercus alba,0.093,Med,2016,Acer saccharum,1323,22.57,22.35,0.0
16,B,Acer saccharum,0.105,Med,2017,Prunus serotina,G,22.32,12.12,1.0
16,B,Acer saccharum,0.105,Med,2017,Prunus serotina,J,22.32,12.12,1.0
16,B,Prunus serotina,0.105,Med,2017,Quercus rubra,970,32.38,13.8,1.0
13,D,Quercus alba,0.086,Med,2016,Populus grandidentata,394,18.23,22.13,0.0
16,D,Prunus serotina,0.133,High,2017,Quercus rubra,921,58.56,11.99,1.0
17,A,Acer saccharum,0.095,Med,2017,Prunus serotina,G,21.46,12.08,1.0
17,C,Prunus serotina,0.122,High,2016,Acer saccharum,961,55.24,13.22,1.0
13,B,Quercus alba,0.093,Med,2017,Quercus rubra,984,19.96,19.03,0.0
13,B,Quercus alba,0.093,Med,2017,Acer rubrum,1332,12.72,23.87,0.0
17,C,Acer saccharum,0.122,High,2017,Prunus serotina,J,24.15,12.25,1.0
13,D,Quercus rubra,0.086,Med,2016,Acer saccharum,1330,23.14,14.69,0.0
17,C,Prunus serotina,0.122,High,2017,Prunus serotina,J,42.4,13.54,1.0
17,A,Prunus serotina,0.095,Med,2017,Quercus alba,1297,29.76,13.76,1.0
13,D,Quercus alba,0.086,Med,2017,Acer rubrum,1386,14.03,23.59,0.0
13,D,Acer saccharum,0.086,Med,2017,Sterile,1757,9.09,12.37,1.0
17,A,Prunus serotina,0.095,Med,2016,Acer saccharum,1330,35.85,14.1,1.0
17,C,Prunus serotina,0.122,High,2016,Populus grandidentata,1201,54.2,11.71,1.0
17,C,Prunus serotina,0.122,High,2016,Populus grandidentata,285,54.2,11.71,1.0
17,A,Prunus serotina,0.095,Med,2016,Populus grandidentata,118,35.15,11.92,1.0
17,A,Prunus serotina,0.095,Med,2017,Prunus serotina,I,23.45,13.9,1.0
17,A,Prunus serotina,0.095,Med,2017,Quercus rubra,1454,35.08,13.73,1.0
17,A,Prunus serotina,0.095,Med,2016,Quercus alba,1320,29.76,13.76,1.0
13,D,Quercus rubra,0.086,Med,2017,Sterile,984,6.48,15.13,1.0
13,D,Quercus rubra,0.086,Med,2017,Acer rubrum,1386,19.61,14.36,0.0
17,A,Prunus serotina,0.095,Med,2017,Prunus serotina,H,23.45,13.9,1.0
13,B,Quercus rubra,0.093,Med,2017,Sterile,970,9.44,15.84,0.0
17,A,Acer saccharum,0.095,Med,2017,Prunus serotina,689,21.46,12.08,1.0
17,D,Prunus serotina,0.118,Med,2017,Quercus rubra,921,49.57,11.72,1.0
17,B,Acer saccharum,0.111,Med,2017,Prunus serotina,1027,22.01,12.14,1.0
13,D,Quercus alba,0.086,Med,2017,Acer saccharum,275,22.6,22.53,1.0
17,D,Prunus serotina,0.118,Med,2017,Quercus alba,1715,29.92,11.86,1.0
17,D,Acer saccharum,0.118,Med,2017,Prunus serotina,I,25.33,12.14,1.0
17,B,Acer saccharum,0.111,Med,2017,Quercus rubra,921,14.56,12.21,1.0
13,B,Quercus alba,0.093,Med,2017,Acer rubrum,1468,12.72,23.87,0.0
13,B,Acer saccharum,0.093,Med,2016,Sterile,561,8.49,11.92,1.0
17,D,Prunus serotina,0.118,Med,2017,Acer saccharum,561,52.36,12.77,1.0
17,B,Prunus serotina,0.111,Med,2017,Acer saccharum,275,51.76,13.88,1.0
17,D,Prunus serotina,0.118,Med,2017,Populus grandidentata,277,51.93,11.76,1.0
13,D,Quercus rubra,0.086,Med,2017,Prunus serotina,I,22.35,15.0,0.0
17,D,Prunus serotina,0.118,Med,2017,Acer saccharum,1757,52.36,12.77,1.0
13,B,Quercus rubra,0.093,Med,2017,Prunus serotina,689,23.11,14.86,1.0
17,D,Prunus serotina,0.118,Med,2017,Acer saccharum,1323,52.36,12.77,1.0
18,A,Prunus serotina,0.141,High,2016,Acer saccharum,1330,58.66,13.86,1.0
